student_id,study_hours,prev_mean_grade,helb_status,sleep_hours,revision_intensity,target_mean_score
STU-5322,6,92,f,4,9,79
STU-5323,2,40,t,4,2,11
STU-5324,7,72,f,4,0,61
STU-5325,6,46,t,4,4,36
STU-5326,1,48,f,9,5,22
STU-5327,2,40,f,4,4,20
STU-5328,7,55,f,6,4,45
STU-5329,1,57,t,4,9,32
STU-5330,1,93,f,7,7,68
STU-5331,1,86,f,4,9,55
STU-5332,8,45,f,9,0,38
STU-5333,4,41,t,8,7,23
STU-5334,4,48,t,9,6,33
STU-5335,2,43,f,9,0,22
STU-5336,1,84,t,8,8,60
STU-5337,9,62,f,4,3,58
STU-5338,7,93,t,4,6,84
STU-5339,4,82,f,8,2,67
STU-5340,6,84,t,7,7,79
STU-5341,2,82,f,5,3,61
STU-5342,7,90,t,6,1,80
STU-5343,2,47,t,8,1,27
STU-5344,8,78,f,4,7,72
STU-5345,8,64,f,6,7,61
STU-5346,1,55,t,4,0,25
STU-5347,8,74,f,5,5,67
STU-5348,2,56,f,5,8,33
STU-5349,6,57,f,8,8,46
STU-5350,1,99,f,6,1,73
STU-5351,5,66,t,9,7,54
STU-5352,7,54,f,6,7,44
STU-5353,1,99,t,9,3,74
STU-5354,2,56,t,5,3,31
STU-5355,7,82,f,4,4,73
STU-5356,6,44,f,9,9,34
STU-5357,3,55,t,9,6,36
STU-5358,2,54,f,8,0,27
STU-5359,4,81,f,7,8,66
STU-5360,3,85,t,5,2,66
STU-5361,7,73,t,9,3,64
STU-5362,8,87,t,5,6,82
STU-5363,2,58,f,8,4,34
STU-5364,7,47,f,4,4,38
STU-5365,8,86,t,6,0,79
STU-5366,6,49,t,5,1,35
STU-5367,6,44,f,8,4,33
STU-5368,1,91,f,8,1,65
STU-5369,4,87,f,8,0,69
STU-5370,1,92,t,6,9,66
STU-5371,4,65,f,5,2,45
STU-5372,2,61,f,9,0,37
STU-5373,5,83,t,8,9,71
STU-5374,9,62,f,6,7,59
STU-5375,3,52,t,4,7,32
STU-5376,8,48,f,7,7,40
STU-5377,3,88,t,5,6,73
STU-5378,6,59,t,6,6,48
STU-5379,4,67,t,7,1,52
STU-5380,8,83,f,7,8,79
STU-5381,6,96,f,6,6,85
STU-5382,8,76,f,9,4,72
STU-5383,1,63,f,9,3,39
STU-5384,6,83,t,6,7,72
STU-5385,1,72,f,6,4,51
STU-5386,1,59,f,8,5,36
STU-5387,8,99,t,4,3,89
STU-5388,7,87,t,9,1,82
STU-5389,3,69,t,8,6,51
STU-5390,6,83,t,7,1,75
STU-5391,9,48,f,7,6,44
STU-5392,7,84,t,7,6,72
STU-5393,3,88,f,6,0,66
STU-5394,6,56,f,5,9,41
STU-5395,4,75,t,8,9,59
STU-5396,3,53,t,5,2,31
STU-5397,9,58,t,4,2,54
STU-5398,2,46,t,4,5,23
STU-5399,1,98,t,8,2,75
STU-5400,2,42,f,7,8,21
STU-5401,7,72,t,9,4,69
STU-5402,1,83,f,4,5,56
STU-5403,6,71,t,5,5,60
STU-5404,7,86,f,5,7,79
STU-5405,9,50,f,9,9,47
STU-5406,8,81,f,6,2,72
STU-5407,6,41,t,7,8,31
STU-5408,3,65,t,6,6,45
STU-5409,8,43,t,8,5,40
STU-5410,7,56,f,4,0,46
STU-5411,3,56,f,9,3,38
STU-5412,9,67,t,9,4,64
STU-5413,2,69,t,9,1,46
STU-5414,3,79,f,6,0,58
STU-5415,2,62,f,6,1,37
STU-5416,1,85,t,8,7,62
STU-5417,4,63,t,5,9,49
STU-5418,5,68,t,5,5,53
STU-5419,6,43,f,8,9,30
STU-5420,5,77,f,9,1,59
STU-5421,1,68,t,5,8,40
STU-5422,3,58,t,8,7,37
STU-5423,1,66,t,5,3,41
STU-5424,5,68,t,8,9,56
STU-5425,5,95,t,5,6,81
STU-5426,6,75,f,9,2,66
STU-5427,8,74,t,6,5,71
STU-5428,1,91,f,6,2,64
STU-5429,4,45,f,9,9,31
STU-5430,1,98,f,5,2,72
STU-5431,9,62,f,9,8,57
STU-5432,7,78,f,8,5,67
STU-5433,7,85,f,6,7,76
STU-5434,5,83,f,4,3,68
STU-5435,7,87,f,5,3,78
STU-5436,2,91,t,4,7,68
STU-5437,4,47,t,4,6,25
STU-5438,7,94,t,7,4,86
STU-5439,3,41,t,4,1,15
STU-5440,2,52,t,4,5,28
STU-5441,2,79,f,9,0,58
STU-5442,1,96,f,7,6,72
STU-5443,5,60,f,7,8,45
STU-5444,6,70,f,7,4,59
STU-5445,6,91,f,8,4,78
STU-5446,9,87,t,7,6,84
STU-5447,4,75,t,9,4,56
STU-5448,1,87,f,8,9,62
STU-5449,6,91,t,5,3,78
STU-5450,5,77,t,8,0,62
STU-5451,6,66,t,5,5,54
STU-5452,3,75,t,7,8,57
STU-5453,2,87,t,7,3,61
STU-5454,6,62,f,5,9,49
STU-5455,1,94,t,6,3,71
STU-5456,7,60,t,9,4,55
STU-5457,7,52,f,8,5,44
STU-5458,7,76,f,9,2,68
STU-5459,1,86,f,9,8,60
STU-5460,4,65,f,4,0,45
STU-5461,7,79,f,7,5,72
STU-5462,9,46,f,8,5,41
STU-5463,5,85,f,9,7,73
STU-5464,2,78,f,8,4,57
STU-5465,7,61,t,9,8,55
STU-5466,1,78,f,7,8,53
STU-5467,7,62,f,9,1,53
STU-5468,6,97,t,5,4,87
STU-5469,7,69,f,7,6,61
STU-5470,3,57,f,8,1,38
STU-5471,3,81,f,6,6,60
STU-5472,7,57,f,9,8,49
STU-5473,2,85,t,5,7,64
STU-5474,1,49,t,7,9,23
STU-5475,9,78,f,4,8,72
STU-5476,9,69,t,7,3,71
STU-5477,7,65,t,8,7,59
STU-5478,7,46,t,8,8,38
STU-5479,3,46,t,4,9,24
STU-5480,2,44,t,5,1,18
STU-5481,7,40,t,8,9,33
STU-5482,9,85,f,5,2,81
STU-5483,1,57,f,5,0,30
STU-5484,4,52,t,7,0,32
STU-5485,6,64,t,5,9,50
STU-5486,7,79,t,9,5,73
STU-5487,7,47,f,8,0,38
STU-5488,2,49,f,8,4,28
STU-5489,4,71,f,6,5,57
STU-5490,5,56,f,5,8,41
STU-5491,1,77,f,6,5,52
STU-5492,1,54,f,7,3,26
STU-5493,3,54,t,6,0,28
STU-5494,3,96,f,5,5,74
STU-5495,8,87,f,8,6,81
STU-5496,9,79,f,7,4,81
STU-5497,1,90,t,5,5,61
STU-5498,2,59,f,7,9,38
STU-5499,2,54,t,4,7,29
STU-5500,4,74,t,5,0,57
STU-5501,2,45,f,4,7,21
STU-5502,7,69,f,6,1,57
STU-5503,9,96,f,5,1,94
STU-5504,7,47,t,4,7,39
STU-5505,6,70,f,9,1,59
STU-5506,1,87,t,8,7,64
STU-5507,9,86,t,6,4,83
STU-5508,5,71,f,5,8,53
STU-5509,5,84,f,5,8,70
STU-5510,6,97,f,8,7,92
STU-5511,9,91,t,8,8,92
STU-5512,8,54,f,4,6,47
STU-5513,8,57,t,4,7,51
STU-5514,8,52,f,4,5,45
STU-5515,1,63,t,7,8,34
STU-5516,1,79,f,6,1,50
STU-5517,8,53,f,5,2,45
STU-5518,5,67,t,6,1,54
STU-5519,9,50,t,8,5,52
STU-5520,2,45,f,9,2,20
STU-5521,9,95,t,6,0,93
STU-5522,8,64,t,6,3,53
STU-5523,9,40,t,4,4,35
STU-5524,4,64,t,8,3,48
STU-5525,1,41,f,6,5,18
STU-5526,1,71,t,5,2,43
STU-5527,5,52,f,4,9,36
STU-5528,2,72,f,6,5,51
STU-5529,8,71,f,8,9,65
STU-5530,5,95,t,9,0,81
STU-5531,5,63,f,5,5,45
STU-5532,2,66,f,9,7,46
STU-5533,7,43,f,8,9,32
STU-5534,8,63,f,8,7,60
STU-5535,1,62,f,8,0,33
STU-5536,2,68,t,9,6,45
STU-5537,4,73,f,7,9,54
STU-5538,5,60,t,5,9,46
STU-5539,2,69,f,8,3,49
STU-5540,1,65,f,7,5,38
STU-5541,9,59,t,4,5,53
STU-5542,1,55,t,7,4,30
STU-5543,4,42,f,4,9,24
STU-5544,2,88,f,9,8,69
STU-5545,4,76,f,7,9,57
STU-5546,8,97,f,9,7,94
STU-5547,8,79,f,8,5,77
STU-5548,9,83,t,7,3,79
STU-5549,5,64,f,7,3,50
STU-5550,7,62,f,8,8,52
STU-5551,3,83,t,4,3,64
STU-5552,4,98,t,8,6,86
STU-5553,9,40,f,5,5,33
STU-5554,1,72,t,7,1,47
STU-5555,2,54,t,5,4,31
STU-5556,5,56,t,8,2,42
STU-5557,3,73,f,9,8,54
STU-5558,2,56,f,8,9,33
STU-5559,1,91,f,6,0,61
STU-5560,3,97,t,5,9,78
STU-5561,1,80,f,6,3,55
STU-5562,1,83,f,5,3,59
STU-5563,1,43,t,9,8,20
STU-5564,8,52,f,6,0,43
STU-5565,3,43,t,6,1,19
STU-5566,1,46,t,5,0,17
STU-5567,7,85,t,8,0,73
STU-5568,3,98,t,4,0,72
STU-5569,8,48,f,8,2,39
STU-5570,4,62,f,4,3,44
STU-5571,4,72,f,5,9,52
STU-5572,5,72,t,7,1,58
STU-5573,6,59,f,8,0,45
STU-5574,7,43,f,6,4,36
STU-5575,4,40,t,8,5,22
STU-5576,8,93,t,5,1,86
STU-5577,6,81,f,7,2,68
STU-5578,1,73,t,7,9,47
STU-5579,1,66,f,8,2,40
STU-5580,9,60,t,8,1,58
STU-5581,6,63,t,9,3,53
STU-5582,8,54,f,8,4,46
STU-5583,7,74,t,5,7,66
STU-5584,6,64,t,4,5,49
STU-5585,4,94,t,9,8,77
STU-5586,7,48,f,4,2,36
STU-5587,9,56,f,6,9,55
STU-5588,7,60,f,5,8,49
STU-5589,1,99,t,9,3,76
STU-5590,9,52,t,7,7,45
STU-5591,4,42,t,9,9,28
STU-5592,3,43,t,6,6,25
STU-5593,4,43,f,7,6,27
STU-5594,4,82,f,9,8,67
STU-5595,2,67,t,7,9,44
STU-5596,1,46,f,8,1,18
STU-5597,1,65,f,7,4,37
STU-5598,8,50,f,9,2,43
STU-5599,2,63,t,7,6,43
STU-5600,5,82,f,5,2,66
STU-5601,4,49,f,8,4,34
STU-5602,8,76,f,8,4,77
STU-5603,2,52,f,6,1,31
STU-5604,9,83,f,8,0,80
STU-5605,7,81,t,4,5,71
STU-5606,7,78,f,5,0,69
STU-5607,1,58,f,6,8,34
STU-5608,2,90,t,4,9,69
STU-5609,4,58,f,7,4,44
STU-5610,4,51,t,4,0,30
STU-5611,3,91,t,6,7,73
STU-5612,7,61,t,8,0,52
STU-5613,8,86,t,5,3,81
STU-5614,2,76,f,6,6,52
STU-5615,4,95,f,4,3,77
STU-5616,3,69,t,4,4,44
STU-5617,2,85,f,6,6,62
STU-5618,6,51,t,9,3,44
STU-5619,4,68,f,9,4,51
STU-5620,6,60,f,6,6,48
STU-5621,2,50,t,9,0,30
STU-5622,4,99,f,6,2,82
STU-5623,6,76,t,8,0,61
STU-5624,5,87,f,6,2,72
STU-5625,3,97,f,7,1,78
STU-5626,8,57,f,5,4,53
STU-5627,7,83,t,5,9,78
STU-5628,3,98,t,7,4,79
STU-5629,6,66,t,4,9,56
STU-5630,4,76,f,4,8,58
STU-5631,5,87,t,4,7,72
STU-5632,5,51,t,4,2,37
STU-5633,7,62,t,8,0,56
STU-5634,5,73,f,7,4,59
STU-5635,3,77,f,5,2,54
STU-5636,5,62,f,7,4,47
STU-5637,7,92,f,5,8,84
STU-5638,5,64,t,4,0,50
STU-5639,5,43,f,8,0,27
STU-5640,9,69,t,6,8,67
STU-5641,3,69,f,6,2,48
STU-5642,6,52,t,9,9,42
STU-5643,1,81,t,4,4,55
STU-5644,5,88,f,4,8,73
STU-5645,8,53,t,7,4,46
STU-5646,5,95,t,8,2,81
STU-5647,9,86,t,8,8,82
STU-5648,6,47,t,7,6,35
STU-5649,8,94,f,8,6,92
STU-5650,8,63,f,8,7,59
STU-5651,3,57,t,6,4,35
STU-5652,7,74,f,8,1,65
STU-5653,7,64,t,4,8,53
STU-5654,6,56,t,6,2,45
STU-5655,7,71,f,4,1,61
STU-5656,2,95,t,4,9,74
STU-5657,9,63,f,7,9,60
STU-5658,1,46,t,9,4,23
STU-5659,1,52,f,8,7,25
STU-5660,3,66,f,8,2,45
STU-5661,3,87,t,8,5,68
STU-5662,1,44,f,8,8,21
STU-5663,7,75,t,6,1,65
STU-5664,4,65,f,5,7,45
STU-5665,2,81,t,4,9,58
STU-5666,5,84,f,9,6,76
STU-5667,6,70,f,9,2,57
STU-5668,9,49,f,5,0,46
STU-5669,4,85,t,5,5,68
STU-5670,2,65,f,5,1,40
STU-5671,5,61,t,6,2,45
STU-5672,3,51,f,5,4,31
STU-5673,2,71,f,6,7,50
STU-5674,1,66,t,7,1,43
STU-5675,2,72,f,7,5,50
STU-5676,6,92,t,9,0,80
STU-5677,8,91,t,7,6,90
STU-5678,3,59,t,6,3,38
STU-5679,9,78,t,6,0,73
STU-5680,9,80,t,4,8,78
STU-5681,2,79,f,5,8,54
STU-5682,8,98,t,8,2,92
STU-5683,5,52,f,8,5,39
STU-5684,4,53,t,5,6,41
STU-5685,5,83,t,8,3,71
STU-5686,4,79,f,8,5,65
STU-5687,8,92,f,8,8,87
STU-5688,4,61,t,9,9,47
STU-5689,6,57,t,6,5,42
STU-5690,2,87,f,6,6,62
STU-5691,5,68,f,6,5,54
STU-5692,6,82,t,5,6,71
STU-5693,5,55,t,7,0,42
STU-5694,2,85,t,9,5,64
STU-5695,7,74,f,9,8,70
STU-5696,4,92,t,8,2,77
STU-5697,8,73,f,4,5,62
STU-5698,7,42,f,6,3,28
STU-5699,7,43,t,9,6,36
STU-5700,9,93,t,9,6,92
STU-5701,1,44,f,4,8,18
STU-5702,6,49,t,8,3,37
STU-5703,6,91,t,9,7,81
STU-5704,6,68,f,9,7,57
STU-5705,6,71,t,7,7,61
STU-5706,7,70,f,4,7,62
STU-5707,6,41,f,8,5,27
STU-5708,1,51,t,8,7,26
STU-5709,3,66,f,6,5,48
STU-5710,2,44,f,7,9,18
STU-5711,6,76,t,8,1,66
STU-5712,8,66,f,7,2,59
STU-5713,3,62,t,6,5,41
STU-5714,8,72,f,4,6,64
STU-5715,8,43,f,9,3,40
STU-5716,5,98,f,9,0,84
STU-5717,8,60,f,5,3,51
STU-5718,6,63,f,5,5,49
STU-5719,5,83,f,5,7,67
STU-5720,9,70,f,9,3,70
STU-5721,7,83,t,7,9,75
STU-5722,8,87,f,5,0,80
STU-5723,1,63,t,4,4,35
STU-5724,2,88,f,8,6,65
STU-5725,8,92,f,7,5,86
STU-5726,9,49,t,9,2,45
STU-5727,4,88,t,4,6,69
STU-5728,9,88,t,9,3,86
STU-5729,4,89,f,7,4,75
STU-5730,9,41,t,7,6,39
STU-5731,7,70,f,7,1,59
STU-5732,2,64,f,6,3,42
STU-5733,9,43,t,8,3,42
STU-5734,4,90,f,5,5,70
STU-5735,8,50,t,6,6,48
STU-5736,7,56,t,8,3,49
STU-5737,7,83,t,9,9,78
STU-5738,8,41,t,5,0,34
STU-5739,1,45,f,6,0,18
STU-5740,5,48,f,6,4,33
STU-5741,2,44,t,4,0,20
STU-5742,2,59,t,6,2,35
STU-5743,1,68,f,7,8,46
STU-5744,5,60,f,9,2,42
STU-5745,2,48,t,6,2,23
STU-5746,4,67,f,7,8,51
STU-5747,3,94,f,8,4,75
STU-5748,3,47,f,8,7,27
STU-5749,2,70,f,7,9,48
STU-5750,6,59,t,4,8,45
STU-5751,2,66,f,4,5,40
STU-5752,8,47,t,8,6,42
STU-5753,8,93,t,9,6,90
STU-5754,5,60,t,6,6,45
STU-5755,7,67,f,8,3,55
STU-5756,4,62,f,8,1,45
STU-5757,1,45,t,7,1,20
STU-5758,2,42,f,4,6,15
STU-5759,4,44,t,9,9,28
STU-5760,1,48,t,7,6,25
STU-5761,8,46,f,8,9,39
STU-5762,9,99,f,5,6,96
STU-5763,4,43,f,6,7,24
STU-5764,3,78,t,8,2,63
STU-5765,2,44,t,7,4,19
STU-5766,5,50,f,5,5,31
STU-5767,3,54,t,5,7,35
STU-5768,7,73,t,8,7,65
STU-5769,6,52,t,9,9,41
STU-5770,1,93,f,4,2,65
STU-5771,8,87,f,5,3,83
STU-5772,2,46,f,6,5,22
STU-5773,5,79,t,7,3,68
STU-5774,9,45,f,7,9,40
STU-5775,8,95,t,7,3,92
STU-5776,2,78,t,8,4,54
STU-5777,9,89,t,7,9,90
STU-5778,5,69,f,7,6,57
STU-5779,6,61,t,6,1,47
STU-5780,3,64,f,4,1,43
STU-5781,3,67,t,9,9,50
STU-5782,8,93,f,8,8,91
STU-5783,2,59,f,8,3,34
STU-5784,2,78,f,7,4,54
STU-5785,5,42,f,6,2,26
STU-5786,6,44,f,5,1,34
STU-5787,2,40,f,7,9,18
STU-5788,5,54,f,7,7,38
STU-5789,7,65,f,8,3,57
STU-5790,8,42,t,8,0,34
STU-5791,7,79,t,7,5,68
STU-5792,8,96,t,8,5,92
STU-5793,9,80,t,6,1,77
STU-5794,5,86,t,5,1,71
STU-5795,5,81,f,5,7,67
STU-5796,4,73,f,5,6,59
STU-5797,9,91,f,7,1,91
STU-5798,5,44,f,9,9,29
STU-5799,2,70,f,7,0,48
STU-5800,8,90,t,7,7,90
STU-5801,7,52,t,6,9,48
STU-5802,8,82,f,5,1,77
STU-5803,3,40,t,8,4,20
STU-5804,4,61,t,8,5,42
STU-5805,5,54,f,4,9,37
STU-5806,6,65,f,4,0,52
STU-5807,1,57,t,9,1,33
STU-5808,4,87,t,8,9,72
STU-5809,5,48,f,5,3,34
STU-5810,7,40,t,7,1,33
STU-5811,5,82,f,8,5,71
STU-5812,1,48,t,9,3,25
STU-5813,7,62,t,9,2,55
STU-5814,8,82,f,8,5,76
STU-5815,7,84,t,4,8,76
STU-5816,4,97,f,5,7,81
STU-5817,8,41,t,8,1,35
STU-5818,5,53,t,7,2,35
STU-5819,9,77,f,7,1,74
STU-5820,5,79,t,6,9,66
STU-5821,1,57,f,7,6,31
STU-5822,9,55,f,8,8,54
STU-5823,5,92,t,8,0,79
STU-5824,6,68,f,7,2,58
STU-5825,4,83,f,4,5,66
STU-5826,6,50,f,5,3,36
STU-5827,8,45,t,9,9,44
STU-5828,3,42,f,8,9,26
STU-5829,5,53,f,7,0,37
STU-5830,2,99,t,9,8,82
STU-5831,2,41,f,7,6,18
STU-5832,7,71,f,8,6,66
STU-5833,6,70,f,6,0,60
STU-5834,4,50,t,5,8,32
STU-5835,5,61,t,8,7,51
STU-5836,1,42,t,9,9,18
STU-5837,7,89,t,7,4,82
STU-5838,8,70,t,6,3,66
STU-5839,9,72,t,8,0,69
STU-5840,8,63,f,5,8,59
STU-5841,5,40,t,6,7,26
STU-5842,3,83,t,9,1,63
STU-5843,9,54,t,7,3,52
STU-5844,6,76,t,4,3,66
STU-5845,5,66,f,5,6,51
STU-5846,3,77,f,6,2,54
STU-5847,6,87,t,8,7,77
STU-5848,3,66,f,8,6,45
STU-5849,6,83,t,6,9,77
STU-5850,4,51,f,8,3,32
STU-5851,2,42,t,6,8,15
STU-5852,8,69,t,5,5,62
STU-5853,4,71,t,8,2,55
STU-5854,9,62,t,5,6,59
STU-5855,7,41,f,7,5,32
STU-5856,2,46,t,7,7,21
STU-5857,4,73,f,7,4,56
STU-5858,5,71,f,7,5,55
STU-5859,3,92,f,8,0,74
STU-5860,9,78,t,6,7,74
STU-5861,5,71,f,8,0,56
STU-5862,2,82,f,9,2,58
STU-5863,3,82,f,8,1,64
STU-5864,9,53,t,5,5,49
STU-5865,7,42,f,6,7,31
STU-5866,2,85,t,4,7,64
STU-5867,9,71,f,4,6,63
STU-5868,4,82,f,6,6,66
STU-5869,9,75,t,4,7,73
STU-5870,2,56,t,6,4,38
STU-5871,4,87,f,5,2,70
STU-5872,5,42,t,5,1,27
STU-5873,2,96,f,8,2,72
STU-5874,1,49,f,4,2,21
STU-5875,7,92,t,6,6,85
STU-5876,1,86,t,5,0,62
STU-5877,8,79,t,8,6,73
STU-5878,3,57,f,4,5,32
STU-5879,6,42,f,4,9,30
STU-5880,7,78,f,4,1,64
STU-5881,1,49,t,5,9,25
STU-5882,6,91,t,5,0,82
STU-5883,7,48,t,4,8,41
STU-5884,6,85,f,5,1,71
STU-5885,4,94,t,4,3,79
STU-5886,1,85,t,7,8,59
STU-5887,9,50,f,5,8,45
STU-5888,4,99,t,6,0,84
STU-5889,7,72,t,5,1,62
STU-5890,7,75,f,4,1,65
STU-5891,2,65,f,6,1,43
STU-5892,1,66,f,8,7,39
STU-5893,8,77,f,6,7,70
STU-5894,8,61,f,6,9,54
STU-5895,7,65,f,5,7,55
STU-5896,8,61,t,9,3,55
STU-5897,3,44,t,6,7,25
STU-5898,2,74,f,6,6,52
STU-5899,7,41,f,4,7,31
STU-5900,8,74,t,5,0,68
STU-5901,1,48,f,4,2,19
STU-5902,9,90,f,5,9,87
STU-5903,4,90,t,8,5,71
STU-5904,4,88,t,9,0,74
STU-5905,3,57,f,6,3,35
STU-5906,6,82,f,5,8,69
STU-5907,1,51,t,6,6,24
STU-5908,6,42,f,6,0,29
STU-5909,2,57,t,7,5,34
STU-5910,9,95,t,4,5,93
STU-5911,2,77,f,9,1,52
STU-5912,7,46,t,5,5,37
STU-5913,1,72,t,8,9,49
STU-5914,7,45,t,9,1,38
STU-5915,5,57,f,7,7,44
STU-5916,8,84,f,4,6,75
STU-5917,4,61,f,8,5,44
STU-5918,7,90,t,8,9,84
STU-5919,6,78,t,6,5,65
STU-5920,5,90,f,4,8,75
STU-5921,4,48,t,7,8,29
STU-5922,7,74,t,5,9,67
STU-5923,5,62,f,5,9,50
STU-5924,5,51,t,7,1,38
STU-5925,1,91,t,6,2,66
STU-5926,2,63,t,6,9,42
STU-5927,5,89,t,8,6,76
STU-5928,3,79,t,4,9,64
STU-5929,2,48,t,8,8,26
STU-5930,4,52,f,5,5,31
STU-5931,4,79,f,7,0,63
STU-5932,4,93,t,4,6,77
STU-5933,4,81,f,7,0,61
STU-5934,3,56,f,4,4,33
STU-5935,7,46,f,9,8,39
STU-5936,9,56,t,5,9,52
STU-5937,5,94,f,5,9,82
STU-5938,4,89,t,9,8,73
STU-5939,2,63,f,4,0,37
STU-5940,2,41,f,6,5,16
STU-5941,5,74,t,4,2,59
STU-5942,7,67,f,5,8,59
STU-5943,9,58,t,7,2,56
STU-5944,7,72,f,8,1,59
STU-5945,5,60,f,7,7,46
STU-5946,6,92,f,5,2,80
STU-5947,3,49,f,7,4,30
STU-5948,5,92,t,6,5,78
STU-5949,8,85,t,6,9,81
STU-5950,1,84,f,4,9,57
STU-5951,1,48,t,7,0,24
STU-5952,7,77,f,7,6,66
STU-5953,5,45,t,5,6,31
STU-5954,5,90,t,4,4,73
STU-5955,1,92,t,4,8,66
STU-5956,9,81,f,7,1,78
STU-5957,1,94,t,8,4,66
STU-5958,5,74,t,7,1,57
STU-5959,9,57,f,7,1,50
STU-5960,4,92,f,7,8,77
STU-5961,8,58,f,6,6,54
STU-5962,6,44,t,9,3,30
STU-5963,3,64,t,4,7,43
STU-5964,4,50,t,9,3,34
STU-5965,2,49,t,6,0,26
STU-5966,1,56,t,8,9,36
STU-5967,8,75,t,5,2,69
STU-5968,1,65,f,8,9,39
STU-5969,1,70,t,4,0,44
STU-5970,4,71,t,5,1,56
STU-5971,6,60,t,9,1,47
STU-5972,9,57,f,8,6,56
STU-5973,1,99,t,4,3,73
STU-5974,7,57,f,8,9,48
STU-5975,5,40,t,5,8,24
STU-5976,8,53,f,5,1,49
STU-5977,7,47,f,8,8,41
STU-5978,4,41,f,6,5,24
STU-5979,4,90,t,8,9,72
STU-5980,6,54,f,9,7,45
STU-5981,6,99,t,8,6,92
STU-5982,9,73,f,8,7,68
STU-5983,5,75,t,6,8,62
STU-5984,8,40,f,7,7,36
STU-5985,5,90,f,5,5,77
STU-5986,2,60,t,9,7,40
STU-5987,6,81,f,4,7,69
STU-5988,9,40,t,5,1,38
STU-5989,3,71,f,5,1,50
STU-5990,1,59,f,7,0,33
STU-5991,1,93,t,5,9,69
STU-5992,3,86,t,5,1,63
STU-5993,5,75,t,6,6,59
STU-5994,3,78,f,6,2,54
STU-5995,9,69,t,6,3,65
STU-5996,8,46,t,6,3,41
STU-5997,3,61,f,6,3,41
STU-5998,9,96,t,9,1,94
STU-5999,6,89,t,4,5,80
STU-6000,7,84,f,7,0,74
STU-6001,4,49,f,8,4,33
STU-6002,4,95,f,9,1,78
STU-6003,2,47,f,6,8,21
STU-6004,5,66,f,7,1,49
STU-6005,8,49,t,8,5,43
STU-6006,7,53,f,5,3,40
STU-6007,7,85,f,9,5,77
STU-6008,6,98,f,5,1,84
STU-6009,3,91,t,7,1,74
STU-6010,5,93,t,4,6,78
STU-6011,1,50,t,4,2,21
STU-6012,7,45,t,7,2,34
STU-6013,9,60,f,4,6,54
STU-6014,1,72,f,4,7,47
STU-6015,2,58,f,5,6,36
STU-6016,3,78,t,4,2,53
STU-6017,3,63,f,4,2,45
STU-6018,8,57,t,7,6,52
STU-6019,7,74,t,4,2,66
STU-6020,6,91,t,9,1,79
STU-6021,4,82,f,6,6,63
STU-6022,9,76,f,6,2,72
STU-6023,1,58,f,7,4,33
STU-6024,2,92,f,6,6,70
STU-6025,4,63,t,5,1,47
STU-6026,3,95,f,9,7,73
STU-6027,1,73,t,9,1,50
STU-6028,5,61,t,7,3,48
STU-6029,7,43,t,4,3,33
STU-6030,2,96,t,6,7,72
STU-6031,5,49,t,5,0,31
STU-6032,6,41,t,7,8,32
STU-6033,7,47,t,7,5,34
STU-6034,1,72,f,4,3,41
STU-6035,7,98,f,8,5,91
STU-6036,4,77,t,6,5,61
STU-6037,8,82,f,5,8,75
STU-6038,4,98,f,7,3,80
STU-6039,6,67,f,6,7,57
STU-6040,9,49,f,5,0,46
STU-6041,5,84,t,9,5,71
STU-6042,4,40,f,9,4,21
STU-6043,8,73,t,5,2,69
STU-6044,9,42,t,9,3,37
STU-6045,4,48,f,7,7,32
STU-6046,3,44,f,6,9,26
STU-6047,8,81,t,5,1,74
STU-6048,5,49,t,7,7,34
STU-6049,2,51,f,6,6,24
STU-6050,9,57,f,6,0,53
STU-6051,3,97,t,7,1,74
STU-6052,2,60,f,6,6,37
STU-6053,1,60,t,8,2,31
STU-6054,8,40,t,5,1,29
STU-6055,3,42,t,5,0,21
STU-6056,7,44,t,6,6,37
STU-6057,1,64,f,7,2,37
STU-6058,1,97,t,4,5,73
STU-6059,9,88,t,9,9,87
STU-6060,8,47,f,6,7,45
STU-6061,3,56,f,4,5,32
STU-6062,6,48,t,6,6,35
STU-6063,3,71,f,4,5,52
STU-6064,4,45,f,6,6,27
STU-6065,1,88,t,7,4,65
STU-6066,5,79,f,9,8,64
STU-6067,1,60,f,4,2,30
STU-6068,1,46,f,8,5,22
STU-6069,7,46,f,7,8,35
STU-6070,6,86,f,9,0,72
STU-6071,2,78,t,6,4,55
STU-6072,2,93,f,4,3,71
STU-6073,7,66,t,9,8,60
STU-6074,1,47,t,5,0,19
STU-6075,2,48,f,7,3,25
STU-6076,8,67,f,4,0,55
STU-6077,6,54,f,7,2,41
STU-6078,2,41,f,4,3,17
STU-6079,7,46,f,5,0,36
STU-6080,4,86,f,8,4,71
STU-6081,2,57,f,5,5,35
STU-6082,6,61,f,6,0,48
STU-6083,9,89,f,7,9,82
STU-6084,9,49,f,8,9,48
STU-6085,8,93,f,7,3,86
STU-6086,3,89,f,9,3,69
STU-6087,3,72,t,4,0,50
STU-6088,2,46,f,6,1,22
STU-6089,5,42,t,6,9,25
STU-6090,4,53,t,7,4,33
STU-6091,7,83,f,6,1,71
STU-6092,4,85,t,7,2,70
STU-6093,9,75,f,4,8,71
STU-6094,2,52,f,4,4,28
STU-6095,6,55,t,7,0,44
STU-6096,7,55,f,5,4,46
