attendance_rate,cat_score,prev_mean_grade,helb_status,final_score
93.07,71.26,59.47,1,70.91
85.78,62.81,48.33,0,57.74
54.44,63.93,87.25,1,66.26
49.04,67.53,46.53,1,52.31
58.97,50.36,20.0,0,33.49
63.88,37.21,24.55,1,42.91
54.75,74.36,28.93,1,55.06
99.93,70.33,68.72,0,79.72
53.78,51.97,97.86,0,64.58
89.84,66.14,21.28,1,58.0
49.55,78.87,43.91,0,55.3
98.81,77.08,59.6,1,77.01
53.53,51.53,85.82,1,63.2
65.3,37.67,43.82,0,44.33
73.51,40.24,68.63,1,60.9
47.22,55.32,53.5,1,45.05
89.01,81.93,100.0,0,84.58
56.48,49.07,60.6,0,59.25
72.96,51.06,64.4,0,59.66
72.98,50.75,59.52,1,59.09
76.16,52.02,50.54,1,55.49
43.33,59.83,75.1,1,54.39
50.12,40.8,37.14,1,42.44
49.67,76.27,21.96,1,44.01
58.12,57.83,55.3,0,52.19
48.69,97.19,72.68,1,69.2
95.32,42.4,47.55,0,51.49
70.78,83.85,61.36,0,72.11
77.41,80.87,36.03,0,61.21
61.45,53.82,77.13,0,64.32
56.57,54.07,69.73,1,63.05
70.19,46.18,58.36,1,58.52
57.66,46.35,61.04,1,59.22
60.62,59.99,32.92,0,56.55
67.17,60.31,33.72,0,57.4
70.34,35.96,55.8,1,48.25
99.06,94.4,67.25,1,83.89
53.4,56.11,68.16,1,58.69
69.28,60.98,51.47,0,60.99
48.97,50.61,71.42,0,45.31
61.0,55.99,83.57,1,64.85
83.04,54.63,56.4,0,58.0
50.47,59.96,63.57,0,58.17
74.88,59.78,54.26,1,65.75
65.0,72.07,55.73,1,61.01
43.09,63.41,61.05,0,45.63
95.98,70.56,88.66,1,75.33
64.82,59.85,74.47,0,54.22
87.04,63.47,72.85,1,75.17
64.98,56.38,49.83,0,56.38
96.24,75.05,41.83,1,71.32
57.43,64.84,65.01,1,70.35
64.73,57.63,80.39,1,61.0
85.53,57.18,89.02,1,67.0
60.62,58.36,20.0,1,44.34
61.86,60.46,100.0,1,65.46
99.69,59.15,65.51,1,70.1
73.34,51.62,74.36,0,65.09
81.36,71.47,26.68,1,62.19
78.61,72.42,53.74,0,69.9
89.68,86.76,72.81,1,84.21
91.71,50.95,36.85,1,57.23
73.8,70.0,20.0,1,54.44
57.67,31.36,64.04,1,52.8
41.37,72.44,57.1,1,46.38
76.86,38.15,83.94,1,51.69
89.53,45.24,55.12,1,63.17
67.03,64.98,56.44,0,61.82
49.88,50.68,70.56,1,56.67
57.28,48.62,76.6,1,64.07
70.6,52.73,45.24,1,58.0
90.2,70.94,75.0,0,73.26
50.31,46.01,48.61,0,43.9
76.73,59.19,58.3,1,63.54
85.2,54.32,70.07,1,72.28
96.16,72.3,73.21,0,77.83
47.0,72.72,63.73,1,59.74
95.58,32.47,38.55,0,50.73
76.09,75.68,24.34,1,56.98
86.0,50.84,54.62,1,67.35
43.23,63.54,75.48,1,59.38
70.37,45.92,66.09,1,61.11
77.36,65.57,62.36,1,70.69
58.41,98.27,57.87,0,73.81
65.9,61.91,63.56,1,62.7
73.26,53.1,40.11,0,51.98
73.15,56.52,72.04,0,60.24
42.51,37.96,73.23,0,40.47
66.37,81.73,51.61,1,72.76
52.83,64.69,65.87,1,66.41
95.0,44.27,27.1,1,56.44
98.59,44.76,61.24,1,69.36
57.98,60.23,55.6,1,58.1
50.51,73.98,80.67,1,65.75
53.17,42.74,54.42,1,50.73
68.67,76.7,73.64,0,70.59
92.47,58.63,50.96,1,68.89
70.0,46.05,20.0,0,45.54
43.32,52.98,53.94,0,45.69
42.39,86.23,61.54,0,48.27
53.64,39.18,60.72,0,45.82
90.57,49.02,60.99,1,64.7
77.29,74.29,48.88,1,69.63
73.78,63.25,52.17,1,72.01
59.14,48.13,37.73,1,45.98
95.77,74.47,22.06,1,61.52
59.87,75.18,56.08,0,61.17
90.1,64.97,44.59,1,63.11
93.75,50.81,77.44,0,64.93
69.0,53.13,20.0,1,49.12
93.66,64.27,63.24,1,76.24
56.61,40.32,96.19,1,64.31
79.51,79.92,54.71,1,68.72
45.28,85.5,57.95,0,54.91
68.44,56.46,65.67,1,59.61
53.04,65.34,67.08,0,64.65
43.77,77.79,50.65,0,56.08
40.22,89.33,39.85,0,44.08
59.49,83.35,69.75,1,73.89
75.37,33.97,23.65,1,41.23
67.31,55.27,72.98,1,65.48
58.11,67.51,50.95,1,60.62
99.47,52.59,58.06,1,62.4
96.37,86.74,48.54,0,78.95
47.54,84.44,83.76,1,65.99
64.91,47.76,62.48,0,53.74
78.93,57.56,52.21,1,63.23
84.01,48.76,51.7,1,57.06
61.98,57.07,55.33,0,55.55
84.78,56.62,100.0,0,67.86
47.45,74.31,34.29,0,35.46
59.91,46.67,77.49,1,57.58
82.99,20.75,68.23,0,49.47
77.54,35.93,85.72,1,57.23
90.23,44.58,69.32,0,60.8
42.81,50.16,58.06,1,42.55
50.46,62.81,76.36,1,64.64
42.91,43.8,62.14,0,42.97
51.53,41.83,71.59,1,62.6
40.26,46.06,83.71,0,48.89
70.25,43.27,59.67,0,50.47
71.7,51.68,50.36,0,57.84
79.47,51.04,46.41,0,61.29
63.09,70.34,66.11,1,63.35
40.19,45.16,42.19,1,33.11
80.43,54.64,51.7,1,56.2
43.26,51.82,40.58,0,34.92
91.97,72.13,67.15,1,77.54
41.36,57.69,44.46,1,49.03
71.83,75.76,34.84,0,63.26
93.7,42.71,38.01,1,58.1
74.35,59.26,47.72,1,61.11
76.51,51.36,49.35,1,60.52
80.9,41.61,62.53,1,62.1
47.34,58.99,55.09,0,50.49
80.5,85.99,64.67,1,77.62
92.82,47.21,66.11,1,67.52
98.45,58.09,71.33,1,71.95
66.58,40.32,23.66,0,42.02
60.67,38.11,37.71,0,42.44
85.2,48.19,67.99,0,57.75
72.57,53.25,61.81,0,62.91
55.44,53.92,75.58,1,68.48
50.33,56.61,30.21,1,48.51
50.21,35.28,49.45,1,47.62
67.55,50.61,52.67,0,57.87
50.21,67.53,61.0,1,61.44
41.18,39.63,58.65,1,41.21
43.13,54.67,66.44,1,48.12
95.79,64.39,55.94,0,65.5
44.38,48.27,82.7,1,53.83
44.39,65.12,88.44,1,61.93
67.07,37.18,37.88,1,51.45
54.71,73.33,58.81,0,61.67
97.76,65.49,72.36,0,68.74
94.66,60.83,68.54,1,77.27
64.28,76.87,50.66,1,63.04
66.92,55.06,62.59,1,58.92
62.51,50.73,29.5,0,44.13
42.27,80.59,57.66,0,46.01
57.57,87.61,31.71,1,61.83
47.36,49.6,67.14,1,50.81
46.14,58.29,37.91,1,40.83
73.65,75.68,60.93,1,76.3
45.93,58.83,63.75,1,55.56
46.18,68.92,59.37,1,56.6
68.83,71.71,46.62,0,53.2
66.54,51.57,54.21,1,63.73
48.26,66.29,79.26,1,57.58
40.27,59.91,50.36,1,52.15
51.58,41.75,58.39,1,49.36
54.15,45.16,47.98,0,47.03
88.01,50.21,76.37,0,66.85
94.93,73.93,59.4,1,71.42
64.36,74.42,44.25,1,56.66
64.3,71.25,58.13,0,53.5
82.75,66.6,53.66,1,79.41
77.62,66.19,83.07,0,65.3
51.05,64.16,57.2,1,53.18
46.46,66.11,33.11,1,46.46
66.26,67.13,66.98,1,61.97
73.89,38.93,90.15,0,56.37
48.32,48.15,79.54,0,37.24
57.6,44.57,38.15,0,46.45
58.36,76.61,53.16,0,57.87
55.68,84.81,57.45,0,68.46
67.65,27.46,57.67,1,49.84
79.18,83.47,64.86,1,76.81
70.56,61.3,51.81,0,57.16
52.09,75.19,41.52,1,58.45
46.18,67.6,75.13,0,50.69
89.31,81.61,37.78,1,66.97
68.76,63.15,43.56,1,55.37
43.73,39.55,37.66,1,40.82
55.49,58.41,69.02,0,57.69
88.24,67.73,59.92,1,62.22
85.1,56.76,73.9,0,68.55
92.55,69.87,43.87,1,65.13
76.13,59.01,35.45,0,54.41
65.37,51.07,50.01,1,55.17
65.6,43.71,54.72,1,60.88
51.64,54.12,61.76,1,55.97
79.05,63.07,27.72,1,60.81
75.1,30.61,66.62,1,58.73
49.29,48.3,41.9,0,32.28
93.14,30.05,46.35,0,51.86
62.11,50.74,79.13,1,61.01
42.98,77.96,20.0,0,36.04
59.67,42.21,63.81,1,50.78
92.19,70.55,63.74,0,74.76
95.02,100.0,43.26,0,87.81
69.42,81.8,49.95,0,62.71
97.38,62.0,79.98,1,78.26
92.51,72.88,93.33,0,82.56
89.51,39.45,77.17,0,60.9
91.58,36.4,91.95,0,72.44
62.91,60.43,45.56,0,63.65
85.39,65.98,29.56,0,55.4
74.64,76.42,57.05,1,77.25
83.18,51.47,72.49,1,65.41
50.67,62.9,24.61,0,42.57
83.88,62.39,41.32,0,59.02
97.46,58.03,43.32,0,65.39
58.16,58.91,64.42,0,58.34
99.17,47.18,62.1,0,66.8
62.7,64.2,44.05,1,59.69
51.98,62.93,61.24,0,63.19
46.74,53.4,37.39,0,39.82
87.1,69.99,50.32,1,75.09
73.29,75.42,35.23,0,56.62
58.43,70.16,55.3,1,62.54
76.51,44.36,43.59,1,54.56
59.93,61.49,70.43,0,58.56
66.9,46.33,57.53,1,53.06
91.76,61.45,53.92,0,66.49
80.09,46.39,89.83,0,69.76
85.74,79.16,64.9,1,76.94
75.01,71.75,51.37,1,71.17
99.48,77.29,47.49,0,66.58
54.48,75.78,36.74,0,54.37
55.74,55.94,56.81,1,53.02
45.55,53.62,63.54,1,48.88
73.24,86.13,23.54,1,65.55
76.8,57.52,33.45,1,61.96
83.56,39.68,48.71,1,51.37
60.13,75.11,38.23,1,62.03
40.74,62.16,58.78,0,51.68
77.93,82.59,61.28,0,67.74
99.92,63.64,55.8,1,66.46
57.67,59.7,67.9,1,57.08
51.04,82.89,47.47,1,66.5
56.91,36.92,57.17,1,48.01
65.52,51.22,39.94,1,55.24
55.05,46.69,63.12,0,52.08
60.82,27.07,59.37,1,56.01
78.29,73.1,36.43,1,66.93
60.7,51.64,55.21,1,53.65
63.76,73.58,57.32,1,65.39
42.4,65.84,63.06,1,55.19
95.08,69.11,63.73,0,67.37
64.41,53.17,45.02,1,60.04
59.69,48.54,71.75,1,59.39
45.19,61.35,67.42,1,55.57
78.05,73.79,44.96,1,65.75
91.83,59.24,37.43,0,57.1
42.47,49.47,46.33,0,35.07
48.72,42.01,31.51,0,39.03
48.78,63.06,61.74,0,48.0
76.14,51.69,79.3,0,77.29
95.27,58.92,83.59,0,74.39
66.27,56.42,38.39,0,48.62
60.63,53.33,72.16,1,56.23
85.95,64.41,59.52,1,74.25
84.55,68.32,20.0,1,57.82
54.81,89.48,52.02,0,69.1
49.65,71.37,50.01,1,61.33
61.47,83.91,79.79,0,76.36
86.54,47.72,42.32,1,59.31
81.7,35.99,68.14,1,64.95
79.95,59.78,56.07,1,68.24
89.77,72.87,31.98,1,60.17
56.63,70.52,48.06,0,63.2
60.38,78.17,85.57,1,75.79
42.54,21.95,54.88,1,39.11
92.12,78.79,74.31,1,82.79
74.95,65.03,73.32,0,72.71
57.89,36.84,49.93,1,48.05
44.16,70.85,34.9,1,39.87
83.4,62.54,37.27,1,63.55
84.92,65.72,84.13,1,80.85
79.97,74.99,60.73,1,69.98
52.23,66.45,26.79,0,48.03
94.79,37.91,73.01,1,56.65
85.19,57.85,25.84,1,55.91
79.47,35.74,43.13,1,46.88
79.06,69.74,59.46,0,68.67
94.26,80.97,100.0,1,91.17
95.7,41.38,72.69,0,64.02
75.74,49.93,49.32,1,63.49
65.0,46.76,58.51,1,58.04
61.82,53.19,74.55,0,61.31
89.14,66.19,83.59,1,79.3
78.68,53.35,53.54,0,56.18
44.64,69.79,54.06,1,55.36
48.53,75.98,43.06,1,47.76
94.01,76.53,69.97,0,77.77
93.07,43.23,76.47,0,70.01
97.11,80.79,23.1,1,63.3
65.67,81.99,50.86,0,59.96
87.04,83.29,36.16,0,62.58
89.69,57.63,60.72,1,75.31
58.94,48.72,35.72,0,44.03
48.72,45.24,34.24,0,29.34
99.82,43.47,78.22,1,71.91
41.81,60.18,55.02,1,36.43
75.84,72.72,56.92,0,62.35
79.01,79.6,65.77,1,80.89
80.91,52.72,75.47,0,61.58
55.34,59.42,50.47,0,53.01
83.29,58.44,50.87,1,64.97
52.98,50.47,50.94,1,54.39
89.74,71.04,77.47,1,76.04
53.15,65.44,56.77,1,62.87
81.8,62.13,52.76,1,71.17
87.0,65.37,65.04,1,67.36
51.34,69.23,90.96,0,66.99
54.28,69.08,59.34,0,59.7
86.75,47.42,53.15,0,60.95
45.16,73.44,92.97,1,64.72
51.45,63.83,81.94,1,66.69
67.33,53.48,79.33,0,57.26
95.81,63.51,48.99,0,60.75
73.71,65.17,47.2,1,63.62
63.26,76.23,24.99,0,52.72
98.7,44.31,75.37,1,68.25
67.82,79.87,59.39,1,70.38
66.02,60.35,25.58,1,61.98
64.7,52.41,79.63,0,60.49
58.73,51.95,51.93,1,61.05
59.54,44.98,54.15,0,55.98
81.27,33.89,30.77,1,51.14
42.45,70.16,66.86,0,48.44
80.91,89.71,67.03,1,80.48
52.07,35.74,57.14,1,47.68
63.05,45.74,50.47,1,61.84
48.79,71.27,100.0,0,65.42
73.17,59.32,36.34,0,53.38
83.76,72.52,45.01,1,74.64
61.28,58.47,70.75,0,59.85
49.8,51.29,39.74,0,40.57
53.59,56.61,38.41,0,51.74
89.09,24.27,78.37,1,61.89
56.06,42.85,68.89,1,56.04
86.48,74.22,66.71,1,78.69
59.87,77.88,61.27,1,65.92
51.32,81.09,45.54,1,67.26
83.64,66.61,53.45,1,66.63
68.11,26.16,56.58,0,51.79
41.88,50.47,73.23,1,53.3
97.6,79.87,65.67,1,82.15
48.87,84.35,41.3,0,50.8
61.2,80.44,72.21,1,77.44
63.09,56.46,27.79,0,50.35
69.37,40.4,52.23,0,38.0
87.13,59.39,37.44,1,57.81
40.37,60.22,42.57,1,43.92
95.95,83.48,92.68,0,87.13
78.76,63.42,31.53,0,58.58
97.04,60.25,43.25,1,71.83
89.04,61.1,67.19,1,73.48
95.67,66.0,49.54,0,58.02
76.06,69.4,60.8,0,66.92
61.44,49.13,83.73,1,69.51
66.57,44.14,69.78,1,60.3
79.48,80.56,49.56,0,68.67
65.62,35.38,55.59,0,47.05
83.9,84.57,67.55,1,82.67
45.51,31.34,69.43,1,40.2
89.8,51.23,58.37,0,64.3
52.25,74.58,64.49,0,64.96
96.64,60.01,64.51,1,72.03
49.33,40.25,56.34,1,43.97
47.75,66.4,47.11,1,49.61
88.71,61.01,71.37,0,74.38
89.12,56.76,63.25,0,68.03
84.33,50.64,20.54,1,56.15
97.63,59.48,43.13,1,62.4
56.23,51.27,49.35,0,47.54
89.6,96.52,54.38,1,81.14
61.12,56.4,79.67,0,66.11
72.24,54.39,100.0,0,73.36
66.74,51.88,20.0,0,41.89
40.35,86.65,63.48,1,62.68
74.47,35.41,59.25,1,52.84
84.85,65.39,54.75,1,70.68
50.47,56.41,67.77,0,58.03
95.9,38.65,60.7,1,61.47
71.82,47.71,51.49,0,51.89
50.69,64.75,58.53,0,57.87
78.76,47.03,68.02,1,63.8
51.52,63.89,66.31,1,58.36
43.81,85.94,61.4,0,58.94
81.12,62.56,47.5,0,65.43
46.64,38.2,100.0,1,57.12
46.37,47.3,64.47,0,44.67
84.4,55.72,71.72,1,67.49
43.31,54.72,48.86,1,44.29
88.59,62.28,61.41,1,69.21
87.77,64.69,61.27,0,67.9
48.48,85.96,23.58,1,53.11
71.1,59.94,45.1,1,59.15
45.8,42.72,44.77,1,31.26
77.95,77.31,47.19,0,68.72
43.78,78.95,38.74,1,51.65
96.67,63.49,58.79,0,69.03
52.46,56.3,83.15,0,57.26
80.97,69.34,60.35,0,63.87
47.7,56.83,36.74,0,36.18
52.58,29.16,39.44,0,36.22
67.06,68.45,51.21,1,61.68
74.39,73.38,32.52,0,54.01
99.93,81.62,63.48,0,86.15
41.56,49.04,82.36,1,57.24
40.02,63.39,47.63,0,43.99
61.02,63.72,59.37,1,62.64
61.97,61.28,50.28,1,66.67
93.03,61.72,46.67,0,69.71
94.75,60.56,61.41,0,64.66
92.83,63.18,46.06,0,64.52
48.59,71.11,43.45,1,48.97
64.73,78.3,28.85,0,56.02
84.75,48.66,59.16,1,62.26
58.76,57.42,77.21,1,64.83
79.79,53.66,70.73,1,67.9
54.23,51.51,84.86,1,64.96
59.41,35.76,45.86,0,50.45
91.63,60.36,73.31,1,70.11
55.03,67.19,38.15,1,60.1
97.86,57.67,70.77,1,68.81
58.38,59.87,87.6,1,70.07
41.41,66.28,66.97,0,54.3
55.29,81.17,87.91,1,78.82
50.27,53.7,47.22,1,51.38
70.41,42.43,55.58,1,57.04
46.76,58.64,41.52,1,50.54
77.56,88.25,58.63,1,73.65
92.49,42.59,62.85,1,65.93
61.75,69.75,58.47,0,65.84
50.11,77.37,49.47,0,57.72
64.0,24.52,49.17,0,49.51
87.16,66.15,64.21,0,76.98
75.49,69.05,55.13,1,71.53
46.07,55.99,37.27,0,42.86
72.23,50.3,23.85,1,42.91
68.09,51.14,47.28,1,50.86
59.63,55.07,33.12,1,50.93
46.61,55.47,42.96,0,37.49
98.87,52.64,50.38,1,67.84
50.56,54.83,55.37,1,44.2
51.56,77.86,46.01,1,64.26
48.73,41.78,97.44,0,51.09
74.21,33.76,35.3,1,45.31
66.62,78.1,79.77,0,80.39
54.97,57.12,55.07,0,53.24
65.77,54.18,46.16,0,46.91
80.41,58.33,68.58,1,70.17
56.9,63.14,49.85,0,57.2
94.91,52.14,43.47,0,58.39
58.38,67.59,90.22,1,82.25
51.89,45.57,20.0,0,39.63
97.27,55.47,53.59,0,68.03
88.63,26.78,61.42,1,57.55
60.59,77.58,83.34,1,80.21
90.49,57.36,50.83,1,63.84
71.13,70.05,100.0,1,75.65
60.81,67.15,71.66,0,67.78
90.38,68.25,20.0,0,58.23
85.13,59.88,31.83,1,62.27
57.87,65.82,62.26,1,61.19
76.4,45.58,37.41,0,52.06
62.16,42.43,67.86,0,48.15
40.06,58.48,49.83,1,42.77
97.71,49.8,36.47,1,56.98
72.98,81.38,40.64,0,65.84
75.91,65.63,73.33,1,69.48
75.99,49.25,21.59,1,44.2
73.04,55.93,76.81,1,65.78
57.4,62.0,77.34,0,66.01
98.29,58.98,52.03,0,65.62
77.3,64.08,32.72,0,53.01
80.26,61.03,68.01,0,69.51
67.29,39.14,49.25,0,55.23
57.27,27.74,30.73,0,40.21
43.86,54.4,92.36,0,44.62
61.01,68.41,42.08,1,60.32
50.57,54.56,31.5,0,44.76
79.73,78.55,63.13,0,63.08
92.74,59.3,56.78,1,63.09
58.17,80.36,84.75,0,76.2
59.97,77.28,51.15,0,62.95
80.22,75.77,51.34,1,70.07
48.96,41.95,64.03,1,42.29
95.77,60.26,61.59,1,75.15
61.83,78.34,62.14,0,61.45
46.07,64.09,62.9,1,48.69
50.48,68.32,60.96,0,58.1
95.96,39.18,50.5,0,50.43
54.83,88.78,72.99,1,71.31
79.74,48.13,51.52,1,63.43
49.37,30.08,72.48,1,39.64
51.65,54.73,82.98,0,64.23
92.75,23.29,45.8,1,53.82
48.88,43.72,100.0,1,55.66
41.13,98.38,45.17,1,53.04
70.07,54.3,45.3,1,57.5
91.76,38.58,67.72,1,54.98
59.56,60.38,65.95,0,58.0
47.69,46.53,59.29,1,45.87
98.93,72.97,72.73,0,80.26
80.6,46.66,62.55,1,61.54
91.04,64.06,95.18,1,78.73
85.13,42.79,57.04,0,54.4
81.89,98.99,42.62,0,71.5
63.07,67.55,48.07,1,63.86
59.46,57.82,66.48,1,63.68
83.02,55.61,66.75,0,64.32
83.0,51.7,61.72,0,63.93
97.04,48.59,42.71,0,58.04
74.12,48.17,77.96,0,57.38
57.68,85.17,92.87,1,75.7
69.37,51.71,58.53,0,59.46
76.82,28.06,90.59,0,54.05
65.6,42.51,73.59,0,55.61
87.47,73.92,97.94,0,81.38
75.08,56.22,66.51,0,58.45
40.57,57.99,60.46,1,41.14
74.19,77.55,73.16,1,70.77
78.02,48.34,50.2,1,51.19
94.92,69.49,65.33,0,74.68
64.82,49.98,81.95,1,66.87
74.47,68.64,72.75,1,68.99
68.5,54.13,57.44,0,51.96
71.9,56.38,61.61,1,68.05
44.04,72.3,71.64,0,56.24
93.84,71.22,71.04,1,74.85
94.62,57.52,71.5,0,74.21
72.88,52.93,64.11,1,63.62
73.39,83.99,43.16,1,69.98
43.45,68.84,46.03,1,44.16
75.88,54.13,66.3,1,58.87
65.75,50.2,72.97,0,53.62
82.54,75.37,70.63,1,84.3
42.83,61.73,45.85,0,39.11
82.65,57.55,55.28,0,61.88
57.21,61.72,36.86,1,56.16
79.1,65.07,32.95,1,59.8
77.63,59.15,59.47,1,64.61
53.61,78.06,82.45,0,69.59
66.43,78.89,59.8,0,68.94
90.14,67.98,92.35,0,74.41
76.34,80.62,55.05,1,69.97
44.12,60.13,58.56,0,36.73
66.57,70.35,40.16,0,50.47
58.71,75.07,51.75,1,59.03
78.5,75.29,36.58,1,68.12
76.87,73.74,30.18,1,60.7
40.62,69.47,36.89,0,44.91
76.46,89.36,59.53,1,77.97
84.09,51.9,44.74,1,60.71
86.12,57.67,49.0,0,56.87
43.54,56.78,65.38,1,49.87
58.22,54.48,30.12,0,47.81
65.28,30.17,59.46,0,56.92
50.79,80.62,73.27,1,69.43
65.24,44.61,74.82,1,64.14
44.27,62.55,67.3,1,52.03
46.79,38.67,57.06,0,35.2
80.12,69.31,46.77,1,69.38
55.75,48.22,56.52,1,62.28
82.68,42.96,87.76,1,69.87
42.89,62.92,62.92,0,45.27
73.76,49.49,56.08,1,61.44
63.49,51.39,68.15,1,62.46
87.82,62.58,58.9,0,74.77
87.04,72.0,62.06,1,76.21
62.53,47.72,53.56,1,51.6
77.36,45.13,50.53,1,62.25
53.65,60.35,75.93,0,64.73
74.82,68.09,22.89,0,57.69
44.88,81.94,66.61,1,61.62
66.08,43.93,49.42,0,54.57
50.96,55.23,23.71,0,45.1
93.0,77.64,40.46,0,66.37
66.69,89.6,57.35,0,70.96
75.45,45.1,59.83,1,58.99
61.62,48.92,71.32,1,62.26
57.32,65.72,72.54,0,63.88
52.18,51.33,30.16,0,42.84
94.71,48.61,64.8,0,63.36
87.97,63.67,71.11,1,73.01
48.0,83.24,61.94,1,52.59
84.8,40.36,67.04,1,66.25
65.11,82.48,23.21,1,61.47
40.92,51.38,40.18,0,33.86
71.7,65.19,82.59,0,72.34
47.8,83.86,52.97,1,55.18
52.6,64.88,98.02,0,67.68
81.76,55.54,34.99,0,56.04
55.43,70.77,86.15,0,74.82
93.51,57.4,47.01,1,65.91
79.43,67.82,73.52,1,70.08
89.94,56.93,52.68,1,64.02
76.91,72.92,60.08,0,70.86
92.13,39.09,68.72,1,65.62
61.7,44.8,46.96,1,55.87
72.95,38.87,72.42,1,61.81
70.95,59.15,53.21,1,64.76
94.23,37.06,61.2,1,69.55
49.89,49.62,20.0,1,29.42
74.68,43.39,51.93,0,62.87
85.27,82.2,80.74,0,83.02
62.2,45.14,70.5,1,69.86
92.05,40.7,73.96,1,62.23
62.38,63.73,58.96,1,64.53
50.4,85.3,88.17,1,77.6
75.04,58.26,63.19,0,65.89
65.23,59.42,46.12,1,60.1
40.91,79.36,73.39,0,58.33
44.19,73.17,74.61,0,58.85
51.72,66.38,69.33,1,64.03
86.16,51.26,50.75,1,59.68
93.52,66.84,63.07,1,75.01
72.74,39.59,83.08,0,58.58
46.33,50.64,66.6,1,47.81
72.07,81.47,31.4,1,58.13
91.34,79.53,46.68,1,72.78
84.97,66.56,45.85,0,59.07
57.47,31.06,44.42,0,41.86
47.43,41.88,20.0,1,26.93
94.04,49.81,92.03,0,72.47
91.25,57.42,42.23,1,66.4
43.22,41.24,43.53,0,31.65
89.42,56.31,23.05,1,52.43
45.83,86.51,73.6,1,67.04
43.8,66.01,56.36,1,54.1
85.52,63.28,51.68,1,68.13
72.18,44.74,52.64,0,51.47
64.87,35.42,68.58,0,50.23
94.23,41.58,49.36,1,58.34
90.36,34.81,22.2,1,47.74
43.46,61.13,34.75,1,35.12
76.97,65.76,33.82,0,52.94
86.34,45.52,62.96,0,65.27
73.03,62.22,74.74,1,70.65
98.98,82.03,84.38,1,91.64
81.16,89.37,28.57,0,69.38
46.25,71.56,69.16,1,55.75
51.9,57.38,46.93,0,50.17
89.57,71.07,100.0,0,85.77
99.81,80.28,82.9,1,88.86
45.9,29.89,88.63,1,50.87
46.02,82.23,72.44,0,58.93
85.8,51.83,64.87,1,66.68
43.86,51.98,50.75,1,42.42
44.11,54.68,47.21,1,43.26
93.33,64.8,43.6,1,63.79
88.03,43.33,69.12,1,64.41
92.89,55.73,86.09,0,72.09
79.03,67.88,51.58,1,64.69
59.35,63.28,45.0,0,58.05
94.38,65.71,31.3,0,54.81
57.92,55.14,62.4,0,58.01
56.53,70.41,80.13,0,63.74
93.18,75.85,81.03,1,78.53
80.85,74.95,82.81,1,75.99
93.74,66.41,65.48,0,72.7
49.35,74.08,59.62,1,46.85
97.14,73.07,81.08,1,82.55
76.76,100.0,38.02,0,71.28
80.08,78.27,50.06,1,66.4
94.84,58.67,88.8,0,75.87
62.85,46.32,38.66,0,42.56
83.17,56.08,57.38,1,64.64
78.42,55.02,69.36,1,61.82
87.27,67.67,59.49,0,76.08
93.82,49.5,78.69,0,71.82
80.8,77.88,85.46,1,81.92
44.06,39.16,66.63,1,39.56
50.99,35.51,83.02,1,55.55
97.24,57.97,41.28,1,63.29
98.12,47.36,55.16,1,65.54
98.04,41.13,100.0,1,77.23
42.21,50.44,92.97,0,53.01
62.95,48.58,35.02,1,51.57
85.58,60.15,57.77,0,63.4
85.17,50.69,60.45,1,65.56
45.15,51.91,65.5,0,42.61
76.57,59.93,80.93,0,64.44
48.57,75.21,91.1,1,72.95
69.59,82.06,58.67,1,73.35
54.38,62.22,78.2,1,73.42
43.19,63.38,69.67,1,52.18
44.8,57.25,57.62,1,57.38
94.65,67.22,27.43,0,60.25
84.68,65.85,76.33,1,79.18
95.91,79.89,68.89,0,77.63
68.2,31.67,65.01,1,54.75
64.8,56.48,40.34,0,51.8
61.5,65.09,93.26,1,71.62
76.98,59.61,60.74,0,66.54
61.09,45.91,37.46,1,49.42
84.78,40.51,34.56,1,55.78
88.08,72.09,70.19,0,76.59
92.55,48.65,70.73,1,74.0
54.57,33.68,49.67,0,45.52
71.62,72.85,66.33,1,64.94
53.41,66.88,70.02,1,63.99
42.25,58.26,60.52,0,45.26
82.47,46.28,45.38,1,57.37
72.94,58.3,75.3,1,73.75
83.44,78.23,73.08,1,82.56
45.26,35.78,68.22,1,42.3
99.73,36.54,42.99,0,63.94
99.66,50.58,34.04,0,55.45
67.9,59.6,59.38,0,58.87
91.96,52.56,74.73,1,66.51
54.61,69.64,76.73,0,59.4
84.25,76.33,68.52,0,68.41
92.75,64.18,49.89,0,69.1
88.88,68.41,43.52,1,69.74
88.71,64.08,57.7,1,65.8
67.78,60.14,57.87,0,60.06
89.2,40.6,77.93,1,69.83
81.44,44.58,49.37,1,49.48
47.95,39.74,50.86,1,46.93
46.85,57.77,94.99,1,63.87
86.32,63.48,85.92,0,77.22
77.53,38.26,42.11,0,53.86
71.16,61.09,84.44,0,60.67
94.44,46.87,37.81,1,57.39
79.58,43.96,50.19,0,59.19
63.77,50.62,52.24,1,56.32
64.84,43.19,56.6,1,58.07
76.31,69.1,69.16,1,77.38
85.62,57.48,59.92,0,66.54
73.86,72.23,69.07,1,71.1
70.53,53.35,50.77,1,60.94
83.61,53.91,64.74,1,59.63
82.32,88.1,59.42,1,79.35
89.82,35.65,33.01,0,51.41
43.75,79.27,66.69,1,59.17
85.3,84.82,59.73,1,81.62
70.83,71.49,45.15,1,65.03
44.48,55.04,50.35,0,42.23
80.74,81.4,50.79,0,76.19
82.99,55.17,53.59,0,56.46
